class,cap-shape,cap-surface,cap-color,bruises,odor,population,habitat
e,x,y,g,t,n,y,d
e,x,f,n,t,n,y,d
e,x,y,e,t,n,y,d
e,f,f,n,t,n,v,d
e,x,y,e,t,n,v,d
e,x,f,n,t,n,y,d
e,f,f,n,t,n,y,d
e,x,y,e,t,n,v,d
e,x,f,g,t,n,v,d
e,x,y,n,t,n,v,d
p,x,f,g,f,c,v,d
e,f,f,g,t,n,v,d
e,x,f,n,t,n,y,d
e,f,s,n,f,n,a,g
e,f,f,n,t,n,v,d
e,x,y,g,t,n,y,d
e,f,y,g,t,n,v,d
e,x,y,g,t,n,v,d
e,f,y,e,t,n,v,d
e,x,y,g,t,n,y,d
e,x,f,g,t,n,v,d
e,f,f,g,t,n,v,d
e,x,y,n,t,n,v,d
e,f,f,n,t,n,y,d
e,x,y,e,t,n,v,d
e,x,y,e,t,n,v,d
e,f,y,n,t,n,v,d
e,x,y,n,t,n,y,d
e,x,f,g,t,n,y,d
e,f,f,g,t,n,y,d
e,f,f,w,f,n,s,g
e,x,y,n,t,n,v,d
e,x,f,g,t,n,y,d
e,f,y,e,t,n,y,d
e,x,f,e,t,n,v,d
e,x,y,n,t,n,y,d
e,f,y,n,t,n,y,d
e,x,y,g,t,n,v,d
e,f,f,n,t,n,v,d
e,x,y,e,t,n,y,d
e,x,y,e,t,n,v,d
e,x,y,e,t,n,v,d
e,x,f,e,t,n,y,d
e,x,f,e,t,n,v,d
e,x,f,e,t,n,v,d
e,f,f,n,t,n,y,d
e,x,f,g,t,n,v,d
e,x,f,g,t,n,v,d
e,x,y,g,t,n,y,d
e,x,y,n,t,n,v,d
e,x,f,e,t,n,y,d
e,x,f,e,t,n,y,d
e,x,f,g,t,n,y,d
e,x,f,e,t,n,v,d
e,f,f,n,t,n,y,d
e,x,f,e,t,n,v,d
e,f,f,n,t,n,y,d
e,f,f,n,t,n,v,d
e,f,f,n,t,n,v,d
e,x,f,g,t,n,v,d
e,x,f,e,t,n,v,d
e,x,y,e,t,n,y,d
e,f,f,g,t,n,y,d
e,f,f,n,t,n,v,d
e,x,y,n,t,n,y,d
e,f,f,n,t,n,v,d
p,x,f,p,f,c,v,d
e,x,f,e,t,n,y,d
e,x,f,n,t,n,v,d
e,x,y,e,t,n,y,d
e,f,f,n,t,n,v,d
e,f,f,n,t,n,y,d
e,x,y,g,t,n,v,d
e,f,s,n,f,n,a,g
e,x,y,g,t,n,y,d
e,x,y,n,t,n,v,d
e,x,y,n,t,n,v,d
e,f,f,g,t,n,v,d
e,x,f,e,t,n,y,d
e,f,f,n,t,n,y,d
p,x,f,g,f,f,y,g
e,x,y,e,t,n,v,d
e,x,f,g,t,n,v,d
e,x,f,e,t,n,v,d
e,x,f,e,t,n,y,d
e,x,y,e,t,n,v,d
e,f,f,n,t,n,y,d
e,f,f,n,t,n,v,d
e,x,y,n,t,n,v,d
e,x,f,e,t,n,y,d
e,x,y,e,t,n,v,d
e,x,y,n,t,n,y,d
e,x,y,g,t,n,v,d
e,x,y,n,t,n,v,d
e,x,y,e,t,n,y,d
e,x,f,e,t,n,y,d
e,x,f,e,t,n,y,d
e,x,y,e,t,n,v,d
e,x,y,n,t,n,y,d
e,x,f,e,t,n,y,d
e,f,f,e,t,n,v,d
e,f,f,n,t,n,y,d
e,x,y,e,t,n,v,d
e,x,f,n,t,n,v,d
e,x,y,e,t,n,y,d
e,f,f,g,t,n,y,d
e,x,y,n,t,n,v,d
e,f,y,e,t,n,v,d
e,x,y,n,t,n,y,d
e,x,y,e,t,n,y,d
e,x,y,g,t,n,y,d
e,f,y,g,t,n,v,d
e,x,y,n,t,n,y,d
e,x,s,g,f,n,s,g
e,f,f,n,t,n,y,d
e,x,y,g,t,n,y,d
e,x,y,g,t,n,y,d
e,x,f,n,t,n,y,d
e,x,f,e,t,n,v,d
e,x,y,e,t,n,y,d
e,x,y,n,t,n,y,d
e,x,f,e,t,n,y,d
e,x,y,e,t,n,y,d
e,x,y,n,t,n,y,d
e,f,f,g,t,n,y,d
e,x,f,e,t,n,y,d
e,f,y,n,t,n,v,d
e,x,y,n,t,n,v,d
e,x,f,e,t,n,y,d
e,x,f,g,t,n,v,d
e,x,y,n,t,n,y,d
e,x,y,g,t,n,y,d
p,x,f,g,f,c,v,d
e,x,y,n,t,n,y,d
e,x,f,g,t,n,y,d
e,x,y,n,t,n,y,d
e,x,y,g,t,n,v,d
e,x,y,n,t,n,v,d
e,f,f,n,t,n,v,d
e,f,f,n,t,n,y,d
e,x,y,n,t,n,v,d
e,f,f,n,t,n,y,d
e,f,f,n,t,n,y,d
e,f,y,g,t,n,y,d
e,x,f,g,t,n,y,d
e,x,y,g,t,n,y,d
e,x,y,g,t,n,v,d
e,f,f,n,t,n,v,d
e,x,f,g,t,n,v,d
p,x,f,g,f,f,v,d
e,f,f,n,t,n,v,d
e,x,y,g,t,n,y,d
e,x,f,g,t,n,y,d
p,x,f,g,f,f,y,d
e,f,f,n,t,n,v,d
e,x,y,e,t,n,v,d
e,x,y,n,t,n,v,d
e,x,f,e,t,n,v,d
e,x,f,e,t,n,y,d
e,x,y,n,t,n,v,d
e,f,f,n,t,n,v,d
e,x,f,e,t,n,v,d
e,x,f,g,t,n,v,d
e,f,f,n,t,n,y,d
e,x,y,e,t,n,v,d
e,x,f,g,t,n,y,d
e,f,f,g,t,n,y,d
e,f,f,g,t,n,v,d
e,f,f,n,t,n,y,d
e,x,f,n,t,n,y,d
e,x,y,e,t,n,y,d
e,f,s,g,f,n,s,g
e,x,y,e,t,n,y,d
e,f,f,g,t,n,y,d
e,x,y,e,t,n,y,d
e,x,f,g,t,n,v,d
e,f,f,n,t,n,y,d
e,x,f,e,t,n,v,d
e,x,f,e,t,n,v,d
e,x,f,g,t,n,v,d
p,x,f,w,f,c,s,d
e,x,y,e,t,n,y,d
e,x,f,e,t,n,v,d
e,x,y,n,t,n,y,d
e,f,f,w,f,n,s,g
e,x,f,g,t,n,y,d
e,f,f,g,t,n,v,d
e,x,f,g,t,n,y,d
e,f,y,e,t,n,y,d
e,x,f,e,t,n,y,d
e,x,y,n,t,n,v,d
e,x,y,e,t,n,v,d
e,x,f,e,t,n,v,d
e,f,y,e,t,n,v,d
e,f,f,n,t,n,v,d
e,x,y,g,t,n,v,d
e,x,y,g,t,n,y,d
e,x,f,g,t,n,v,d
e,x,f,e,t,n,v,d
e,x,f,n,t,n,y,d
e,f,f,n,f,n,s,g
e,x,f,e,t,n,y,d
e,x,y,g,t,n,y,d
e,x,y,n,t,n,v,d
e,x,f,g,t,n,y,d
e,x,y,e,t,n,y,d
e,f,f,n,t,n,v,d
e,x,y,g,t,n,y,d
e,f,f,g,t,n,v,d
e,x,f,e,t,n,v,d
e,f,f,n,t,n,v,d
e,x,y,g,t,n,y,d
e,x,y,n,t,n,y,d
e,x,y,e,t,n,v,d
e,x,f,e,t,n,y,d
e,x,f,n,t,n,v,d
e,f,f,n,t,n,y,d
e,x,y,g,t,n,v,d
e,x,f,e,t,n,y,d
e,f,f,n,t,n,v,d
e,f,f,n,t,n,y,d
e,x,y,e,t,n,y,d
e,x,f,g,t,n,y,d
e,x,f,g,t,n,v,d
p,x,f,p,f,c,v,d
e,x,y,n,t,n,y,d
e,x,f,e,t,n,v,d
e,f,s,n,f,n,s,g
e,x,y,g,t,n,y,d
e,x,y,g,t,n,y,d
e,x,f,n,t,n,y,d
e,f,f,g,t,n,y,d
e,x,f,g,t,n,v,d
e,x,y,n,t,n,y,d
e,x,f,e,t,n,y,d
e,x,f,n,t,n,v,d
e,f,f,g,t,n,v,d
e,f,f,n,t,n,y,d
e,x,y,g,t,n,v,d
e,x,y,e,t,n,y,d
e,x,y,g,t,n,v,d
e,f,f,g,t,n,y,d
e,x,f,e,t,n,y,d
p,x,s,p,f,c,s,d
e,f,y,n,t,n,v,d
e,x,y,e,t,n,v,d
e,x,y,g,t,n,y,d
e,x,y,g,t,n,v,d
e,x,f,g,t,n,y,d
e,x,f,e,t,n,y,d
e,x,y,n,t,n,y,d
e,x,y,g,t,n,y,d
e,x,y,e,t,n,v,d
e,x,y,n,t,n,v,d
e,x,y,g,t,n,v,d
e,x,y,n,t,n,y,d
e,x,f,e,t,n,y,d
e,x,f,e,t,n,y,d
e,x,y,g,t,n,y,d
e,f,f,g,t,n,y,d
e,f,f,e,t,n,y,d
e,f,f,g,t,n,y,d
e,x,y,e,t,n,y,d
e,x,y,e,t,n,v,d
e,x,s,w,f,n,s,g
e,x,y,n,t,n,v,d
e,x,y,e,t,n,y,d
e,f,f,e,t,n,v,d
e,x,f,g,t,n,y,d
e,f,f,n,t,n,v,d
p,x,s,g,f,c,v,d
e,f,y,e,t,n,v,d
e,x,y,g,t,n,v,d
e,x,f,n,f,n,a,g
e,x,y,e,t,n,y,d
p,x,f,w,f,c,v,d
e,x,y,e,t,n,v,d
e,f,f,g,t,n,v,d
e,f,f,n,t,n,v,d
e,x,y,n,t,n,v,d
e,f,f,n,t,n,v,d
e,x,f,g,t,n,y,d
e,f,y,n,t,n,v,d
e,x,y,g,t,n,y,d
e,f,y,n,t,n,y,d
e,x,f,g,t,n,v,d
p,x,f,g,f,f,y,p
e,x,y,g,t,n,y,d
e,x,y,g,t,n,v,d
e,x,f,g,t,n,y,d
e,x,f,e,t,n,y,d
e,x,f,g,t,n,y,d
e,x,f,g,t,n,y,d
e,f,f,g,t,n,y,d
e,x,y,e,t,n,y,d
e,x,f,g,t,n,v,d
e,x,y,e,t,n,v,d
e,x,f,n,t,n,y,d
e,x,y,g,t,n,v,d
e,x,y,e,t,n,y,d
e,f,f,n,t,n,y,d
e,x,f,e,t,n,y,d
e,f,y,n,t,n,v,d
e,x,y,n,t,n,y,d
e,x,y,g,t,n,v,d
e,f,f,e,t,n,y,d
e,x,f,g,t,n,y,d
e,x,y,g,t,n,y,d
e,x,y,g,t,n,y,d
p,x,f,g,f,f,y,p
e,x,f,g,t,n,v,d
e,x,f,g,t,n,y,d
e,x,f,n,t,n,v,d
e,x,f,g,t,n,v,d
e,f,f,n,t,n,y,d
e,x,y,n,t,n,y,d
e,x,f,e,t,n,v,d
e,x,y,n,t,n,v,d
e,f,y,g,t,n,v,d
e,f,f,g,t,n,v,d
p,x,f,g,f,f,v,p
e,x,f,n,t,n,y,d
e,x,y,n,t,n,y,d
e,x,f,e,t,n,v,d
e,x,f,n,t,n,v,d
e,f,f,n,t,n,y,d
e,x,y,g,t,n,v,d
e,x,y,n,t,n,v,d
e,x,y,e,t,n,y,d
e,f,f,g,t,n,y,d
e,x,f,g,t,n,v,d
e,x,y,e,t,n,v,d
e,x,y,e,t,n,v,d
e,x,f,g,t,n,y,d
e,x,y,n,t,n,v,d
e,x,f,e,t,n,y,d
e,f,f,n,t,n,y,d
e,x,f,e,t,n,y,d
e,f,f,n,t,n,v,d
e,x,y,e,t,n,y,d
e,x,f,n,t,n,y,d
e,x,f,e,t,n,y,d
e,x,f,e,t,n,v,d
e,x,f,n,t,n,v,d
e,x,y,n,t,n,y,d
e,x,y,e,t,n,y,d
e,f,f,n,t,n,y,d
e,x,y,n,t,n,y,d
e,x,y,e,t,n,v,d
e,f,f,g,f,n,s,g
e,x,y,e,t,n,v,d
e,x,y,e,t,n,y,d
e,f,f,n,t,n,y,d
e,f,f,n,t,n,y,d
e,x,f,g,t,n,v,d
e,x,y,g,t,n,v,d
e,x,f,n,t,n,y,d
e,f,f,n,t,n,y,d
e,x,y,n,t,n,y,d
e,x,y,g,t,n,v,d
e,x,f,g,t,n,y,d
e,x,y,e,t,n,y,d
e,x,f,g,t,n,v,d
e,x,y,e,t,n,v,d
e,x,f,g,t,n,v,d
e,x,f,e,t,n,v,d
e,x,f,e,t,n,v,d
e,x,f,e,t,n,y,d
e,f,y,g,t,n,y,d
e,x,f,g,t,n,y,d
e,x,f,e,t,n,v,d
e,x,f,g,t,n,y,d
e,f,f,n,t,n,v,d
p,x,f,g,f,f,v,d
e,x,f,n,t,n,v,d
e,x,y,g,t,n,y,d
e,f,f,n,t,n,y,d
e,x,f,e,t,n,v,d
e,f,f,g,t,n,v,d
e,x,y,n,t,n,y,d
e,x,y,e,t,n,y,d
e,x,y,e,t,n,v,d
e,x,y,n,t,n,v,d
e,x,y,n,t,n,v,d
p,x,y,y,f,f,v,p
e,f,y,n,t,n,y,d
p,x,f,g,f,f,y,d
p,x,f,g,f,c,s,d
e,f,f,g,t,n,y,d
e,f,f,e,t,n,v,d
e,f,y,n,t,n,y,d
e,f,f,e,t,n,y,d
p,x,f,g,f,f,y,p
e,f,f,g,t,n,v,d
e,f,y,e,t,n,y,d
e,f,y,e,t,n,y,d
p,x,f,w,f,c,s,d
e,x,f,e,t,n,y,d
e,f,y,n,t,n,v,d
p,x,f,g,f,f,v,g
p,x,f,g,f,f,y,p
e,f,y,e,t,n,v,d
e,f,y,e,t,n,v,d
e,f,f,n,t,n,v,d
e,f,f,g,t,n,v,d
e,f,f,e,t,n,y,d
e,f,y,e,t,n,v,d
e,f,y,e,t,n,y,d
e,f,y,e,t,n,v,d
p,x,f,p,f,c,s,d
p,x,f,g,f,f,y,d
e,f,f,e,t,n,y,d
e,f,y,g,t,n,v,d
e,f,y,g,t,n,v,d
e,f,f,g,t,n,y,d
e,f,f,e,t,n,y,d
e,f,y,e,t,n,v,d
p,f,f,g,f,f,v,p
e,f,y,n,t,n,y,d
e,f,y,e,t,n,v,d
p,x,f,g,f,c,s,d
e,f,f,e,t,n,y,d
e,f,y,e,t,n,v,d
p,x,y,y,f,f,v,g
p,f,f,y,f,f,v,d
e,f,y,n,t,n,v,d
e,f,y,n,t,n,v,d
e,f,y,g,t,n,v,d
e,f,y,n,t,n,v,d
e,x,y,e,t,n,v,d
p,x,s,p,f,c,v,d
e,f,y,n,t,n,y,d
e,x,y,e,t,n,v,d
e,f,f,e,t,n,y,d
e,f,y,n,t,n,v,d
p,x,s,w,f,c,v,d
e,f,f,g,t,n,v,d
e,f,y,g,t,n,y,d
e,f,y,g,t,n,v,d
e,f,y,n,t,n,v,d
p,x,s,g,f,c,s,d
p,x,f,p,f,c,s,d
e,f,y,e,t,n,y,d
p,x,f,g,f,f,y,d
p,x,s,w,f,c,v,d
p,x,f,g,f,f,v,p
e,f,y,n,t,n,v,d
p,x,y,y,f,f,y,p
e,f,y,g,t,n,v,d
e,f,y,n,t,n,y,d
e,f,y,g,t,n,y,d
p,x,s,w,f,c,s,d
p,x,f,g,f,f,v,p
e,f,y,g,t,n,v,d
e,x,y,n,t,n,y,d
e,f,y,g,t,n,y,d
p,x,f,g,f,f,v,p
e,f,y,n,t,n,y,d
p,f,f,g,f,f,y,p
e,f,f,e,t,n,y,d
e,x,f,n,t,n,v,d
p,f,f,g,f,f,v,p
e,f,y,g,t,n,v,d
e,f,y,g,t,n,y,d
e,f,y,e,t,n,y,d
p,x,f,g,f,f,v,p
e,f,f,e,t,n,v,d
e,f,y,n,t,n,v,d
p,x,f,g,f,f,v,g
e,f,y,e,t,n,y,d
p,x,f,g,f,f,y,d
e,f,y,e,t,n,y,d
p,x,f,g,f,f,y,g
p,x,f,g,f,f,y,p
p,x,f,g,f,f,y,g
e,f,y,e,t,n,y,d
p,x,f,g,f,f,v,g
e,f,f,e,t,n,v,d
p,x,s,g,f,c,v,d
e,f,y,g,t,n,v,d
p,x,s,p,f,c,s,d
e,f,f,e,t,n,y,d
e,f,f,e,t,n,y,d
e,f,y,e,t,n,y,d
e,f,y,n,t,n,y,d
p,x,f,g,f,f,y,g
p,f,f,y,f,f,y,p
p,x,s,g,f,c,s,d
e,f,f,e,t,n,v,d
e,f,f,e,t,n,y,d
e,f,y,e,t,n,v,d
e,f,y,n,t,n,y,d
p,x,f,g,f,f,v,g
p,x,f,g,f,c,v,d
e,f,f,g,t,n,y,d
e,f,y,e,t,n,v,d
e,f,y,e,t,n,v,d
e,f,f,g,t,n,v,d
e,f,y,n,t,n,y,d
e,f,y,n,t,n,y,d
e,f,f,e,t,n,v,d
p,x,s,g,f,c,v,d
p,x,f,w,f,c,v,d
e,f,f,g,t,n,y,d
e,f,y,g,t,n,y,d
p,x,f,g,f,f,y,d
e,x,y,e,t,n,v,d
p,x,s,w,f,c,s,d
e,f,y,g,t,n,y,d
e,f,y,g,t,n,y,d
e,f,y,g,t,n,v,d
e,f,f,e,t,n,v,d
e,f,y,n,t,n,y,d
e,f,y,g,t,n,v,d
e,f,y,n,t,n,y,d
e,f,y,g,t,n,y,d
e,f,y,g,t,n,v,d
e,x,f,n,t,n,y,d
e,f,y,e,t,n,y,d
e,f,f,e,t,n,v,d
e,f,y,e,t,n,v,d
p,x,f,y,f,f,v,p
e,f,y,g,t,n,y,d
e,f,y,n,t,n,v,d
p,x,f,g,f,f,y,d
e,f,y,g,t,n,y,d
e,f,y,g,t,n,y,d
e,f,y,g,t,n,y,d
e,f,y,e,t,n,y,d
e,f,y,g,t,n,v,d
p,x,s,w,f,c,s,d
p,x,f,w,f,c,s,d
e,f,f,n,t,n,v,d
e,f,f,e,t,n,y,d
e,f,y,e,t,n,y,d
p,x,f,g,f,f,y,d
e,f,f,g,t,n,v,d
e,f,f,g,t,n,y,d
e,f,f,g,t,n,y,d
p,x,s,w,f,c,s,d
e,x,y,e,t,n,v,d
e,f,y,e,t,n,v,d
p,x,f,g,f,f,y,d
e,f,f,e,t,n,y,d
p,x,f,g,f,f,v,p
p,x,f,p,f,c,s,d
e,f,y,g,t,n,v,d
p,x,f,g,f,f,v,p
p,x,f,w,f,c,s,d
p,x,f,g,f,f,v,p
e,f,y,e,t,n,v,d
p,x,y,g,f,f,v,p
p,x,s,g,f,c,s,d
e,f,y,g,t,n,y,d
e,f,y,n,t,n,v,d
e,f,f,e,t,n,y,d
p,x,f,g,f,f,v,p
p,x,f,p,f,c,v,d
e,x,y,n,t,n,v,d
e,f,f,e,t,n,y,d
e,f,y,n,t,n,y,d
e,f,y,g,t,n,v,d
p,x,y,g,f,f,v,g
e,f,y,n,t,n,v,d
p,x,f,p,f,c,v,d
p,x,f,w,f,c,s,d
e,f,f,e,t,n,y,d
e,f,y,n,t,n,y,d
e,f,y,e,t,n,v,d
e,f,y,g,t,n,v,d
p,x,f,g,f,f,v,d
p,x,f,g,f,f,y,p
e,f,f,e,t,n,y,d
p,x,y,y,f,f,v,g
p,x,s,p,f,c,s,d
e,f,f,e,t,n,y,d
p,f,f,y,f,f,v,d
e,f,y,e,t,n,y,d
e,f,y,e,t,n,v,d
e,x,f,n,t,n,y,d
e,f,f,e,t,n,v,d
e,f,f,g,t,n,v,d
p,x,f,g,f,f,v,g
e,f,y,e,t,n,y,d
p,f,f,g,f,f,y,p
e,f,y,e,t,n,y,d
e,f,f,e,t,n,v,d
e,f,f,g,t,n,y,d
p,x,f,g,f,f,y,g
e,f,y,g,t,n,v,d
e,f,y,g,t,n,y,d
p,x,f,g,f,f,v,g
p,x,f,w,f,c,s,d
e,f,f,e,t,n,v,d
p,x,f,y,f,f,v,d
e,f,y,e,t,n,y,d
e,f,y,g,t,n,v,d
e,f,f,e,t,n,v,d
e,f,f,g,t,n,v,d
e,f,y,g,t,n,v,d
e,f,f,e,t,n,v,d
p,x,s,g,f,c,v,d
e,f,y,g,t,n,y,d
e,f,y,n,t,n,y,d
e,f,y,g,t,n,y,d
e,f,y,g,t,n,y,d
e,f,y,n,t,n,y,d
e,x,f,g,t,n,v,d
e,f,f,g,t,n,y,d
p,x,f,g,f,f,y,p
p,x,s,w,f,c,v,d
e,f,f,g,t,n,v,d
e,f,f,g,t,n,v,d
e,f,y,g,t,n,v,d
p,x,f,g,f,f,y,p
p,x,s,w,f,c,s,d
p,x,f,g,f,f,y,p
e,x,y,g,t,n,y,d
p,x,f,g,f,f,v,g
e,f,y,e,t,n,y,d
e,f,y,g,t,n,y,d
e,x,f,g,t,n,v,d
p,x,f,g,f,f,v,d
e,f,y,g,t,n,y,d
e,f,y,g,t,n,v,d
p,x,s,w,f,c,s,d
p,x,y,y,f,f,y,g
e,f,f,e,t,n,y,d
p,x,f,g,f,f,y,d
p,x,f,g,f,f,y,d
e,x,y,n,t,n,v,d
p,x,f,g,f,f,y,g
e,f,y,n,t,n,y,d
e,f,f,g,t,n,y,d
e,f,y,g,t,n,v,d
e,f,y,g,t,n,y,d
p,x,s,g,f,c,s,d
e,f,f,g,t,n,v,d
e,f,y,e,t,n,v,d
e,f,y,n,t,n,v,d
e,f,y,g,t,n,v,d
p,x,f,p,f,c,v,d
p,x,f,g,f,f,y,g
e,f,y,g,t,n,y,d
e,f,f,g,t,n,y,d
p,x,s,p,f,c,v,d
e,x,y,g,t,n,y,d
p,x,f,g,f,f,y,p
p,x,f,g,f,f,y,p
e,f,y,n,t,n,y,d
e,f,y,n,t,n,v,d
p,x,s,g,f,c,v,d
p,f,f,g,f,f,v,d
p,x,f,p,f,c,s,d
e,f,y,e,t,n,v,d
e,f,y,g,t,n,v,d
e,f,f,e,t,n,y,d
p,x,f,y,f,f,y,g
e,f,f,g,t,n,y,d
p,x,f,w,f,c,v,d
p,x,f,g,f,f,v,d
e,f,f,e,t,n,y,d
e,f,y,g,t,n,y,d
p,x,f,g,f,f,v,p
p,x,f,g,f,f,v,p
p,x,s,p,f,c,v,d
e,x,y,g,t,n,v,d
p,x,f,g,f,f,v,d
e,f,y,n,t,n,y,d
e,x,y,n,t,n,v,d
e,f,y,e,t,n,y,d
e,f,y,g,t,n,y,d
e,f,f,e,t,n,y,d
e,f,y,g,t,n,y,d
e,f,f,g,t,n,y,d
p,x,f,p,f,c,s,d
e,f,f,e,t,n,v,d
e,f,f,e,t,n,v,d
p,x,s,w,f,c,s,d
e,f,f,g,t,n,y,d
e,f,y,n,t,n,v,d
p,x,f,g,f,f,v,g
e,f,f,e,t,n,v,d
p,x,f,g,f,f,y,g
e,f,f,e,t,n,y,d
e,f,y,g,t,n,y,d
e,f,f,g,t,n,v,d
p,x,f,g,f,f,v,g
e,f,y,e,t,n,v,d
p,x,f,w,f,c,s,d
e,f,y,n,t,n,y,d
e,x,y,g,t,n,y,d
e,f,y,n,t,n,y,d
e,f,y,e,t,n,v,d
e,f,y,g,t,n,y,d
e,f,y,e,t,n,v,d
p,x,f,g,f,f,y,d
e,f,y,g,t,n,y,d
e,f,y,g,t,n,v,d
e,f,f,g,t,n,y,d
e,f,y,g,t,n,v,d
e,f,f,e,t,n,y,d
e,f,f,e,t,n,y,d
e,f,y,n,t,n,v,d
e,f,f,n,t,n,v,d
p,x,f,p,f,c,s,d
p,x,f,g,f,f,v,d
e,f,y,g,t,n,v,d
e,f,y,e,t,n,v,d
p,x,s,w,f,c,s,d
p,x,f,p,f,c,v,d
p,x,f,g,f,f,y,p
e,x,f,g,t,n,v,d
e,f,y,e,t,n,v,d
p,x,s,p,f,c,s,d
e,f,y,g,t,n,y,d
e,f,y,n,t,n,y,d
p,x,f,g,f,f,v,g
e,f,y,n,t,n,v,d
e,x,f,e,t,n,y,d
p,x,f,w,f,c,v,d
e,f,y,n,t,n,y,d
p,x,f,g,f,f,v,d
e,f,y,e,t,n,y,d
p,x,f,y,f,f,y,p
e,f,f,g,t,n,v,d
e,x,f,e,t,n,y,d
e,f,y,e,t,n,v,d
e,f,y,g,t,n,v,d
p,x,f,g,f,c,v,d
e,f,y,g,t,n,y,d
e,f,f,e,t,n,v,d
p,x,f,g,f,f,y,p
e,f,y,n,t,n,v,d
p,x,s,g,f,c,s,d
p,x,f,g,f,f,v,g
e,f,f,e,t,n,v,d
e,f,y,n,t,n,v,d
e,f,y,g,t,n,v,d
e,f,f,g,t,n,y,d
p,x,f,w,f,c,v,d
p,x,f,g,f,f,v,g
p,x,f,g,f,c,v,d
e,f,f,e,t,n,v,d
e,f,y,e,t,n,v,d
p,f,y,g,f,f,y,d
p,x,f,g,f,f,y,g
e,f,y,e,t,n,y,d
p,x,f,p,f,c,s,d
p,x,s,g,f,c,s,d
e,f,y,e,t,n,v,d
e,f,f,e,t,n,y,d
e,f,y,e,t,n,y,d
e,f,y,n,t,n,v,d
p,x,s,p,f,c,v,d
p,x,f,g,f,f,y,d
e,f,f,e,t,n,v,d
e,f,y,e,t,n,v,d
e,f,f,g,t,n,v,d
e,f,f,e,t,n,y,d
e,f,y,n,t,n,y,d
e,f,y,e,t,n,v,d
p,f,f,y,f,f,v,p
e,x,f,g,t,n,y,d
p,x,s,p,f,c,s,d
e,x,y,e,t,n,y,d
e,f,f,g,t,n,y,d
e,f,f,e,t,n,v,d
e,x,f,e,t,n,v,d
e,f,y,g,t,n,v,d
e,f,f,e,t,n,v,d
p,x,s,w,f,c,v,d
p,x,y,g,f,f,y,d
p,x,f,p,f,c,v,d
e,f,y,g,t,n,y,d
e,x,y,n,t,n,v,d
p,x,f,g,f,c,s,d
e,f,y,n,t,n,y,d
p,x,f,p,f,c,v,d
e,f,f,e,t,n,y,d
p,x,s,w,f,c,s,d
e,x,y,n,t,n,v,d
p,x,f,g,f,f,y,g
p,x,s,g,f,c,s,d
e,f,y,n,t,n,y,d
p,x,f,g,f,f,y,g
p,x,s,p,f,c,v,d
e,f,y,e,t,n,y,d
p,x,s,g,f,c,s,d
e,x,y,g,t,n,v,d
e,x,y,g,t,n,y,d
e,f,y,n,t,n,y,d
e,f,y,n,t,n,v,d
e,f,f,n,t,n,y,d
p,x,s,g,f,c,s,d
e,f,f,g,t,n,v,d
e,x,f,e,t,n,v,d
e,f,f,g,t,n,y,d
e,f,y,e,t,n,y,d
e,f,y,n,t,n,v,d
p,x,f,g,f,f,y,g
p,x,s,g,f,c,s,d
e,f,y,e,t,n,y,d
e,x,y,g,t,n,y,d
p,x,f,g,f,c,v,d
e,f,y,n,t,n,y,d
e,f,y,g,t,n,y,d
e,f,f,e,t,n,v,d
p,x,f,y,f,f,v,p
p,x,s,g,f,c,v,d
e,f,y,g,t,n,y,d
e,f,y,n,t,n,y,d
e,f,y,n,t,n,y,d
e,f,y,g,t,n,v,d
e,f,y,g,t,n,v,d
p,x,f,g,f,f,v,p
e,f,y,g,t,n,y,d
e,f,f,e,t,n,v,d
p,x,f,g,f,c,v,d
e,f,y,g,t,n,v,d
p,f,y,g,f,f,y,p
e,f,f,e,t,n,y,d
p,x,f,g,f,f,v,p
e,f,y,g,t,n,v,d
p,x,f,p,f,c,s,d
e,f,f,e,t,n,v,d
p,x,f,p,f,c,v,d
p,x,s,w,f,c,s,d
e,f,y,g,t,n,v,d
p,x,s,p,f,c,v,d
p,x,f,g,f,f,y,d
e,x,f,n,t,n,v,d
e,f,y,g,t,n,y,d
e,f,y,e,t,n,y,d
p,x,f,g,f,f,y,g
p,x,f,g,f,c,v,d
p,x,f,g,f,f,v,p
p,x,f,w,f,c,s,d
e,f,y,n,t,n,y,d
e,f,y,g,t,n,y,d
p,x,f,w,f,c,s,d
e,x,y,g,t,n,y,d
e,f,y,n,t,n,v,d
e,f,f,g,t,n,y,d
e,x,y,e,t,n,y,d
e,f,y,e,t,n,y,d
p,x,f,w,f,c,s,d
e,f,f,e,t,n,y,d
p,x,y,y,f,f,y,d
e,f,f,g,t,n,v,d
e,f,y,n,t,n,v,d
p,x,f,g,f,c,v,d
p,x,s,p,f,c,v,d
e,f,f,e,t,n,y,d
e,x,f,g,t,n,v,d
e,f,y,g,t,n,y,d
p,x,f,g,f,f,v,p
e,x,y,n,t,n,v,d
e,f,y,g,t,n,y,d
e,f,f,g,t,n,y,d
p,x,f,g,f,c,s,d
e,f,y,n,t,n,v,d
p,x,f,g,f,f,v,p
e,f,y,g,t,n,v,d
e,f,f,e,t,n,v,d
e,f,f,e,t,n,y,d
p,x,s,w,f,c,v,d
p,x,f,w,f,c,s,d
e,f,f,e,t,n,v,d
e,f,f,e,t,n,v,d
e,f,y,n,t,n,y,d
p,x,f,g,f,f,v,g
e,f,y,g,t,n,y,d
